product_id;article;name;category_id;unit_id
12a046a0-cbc9-11e0-83f6-0027139014cf;415999;Цукерки діабетичні Житомирські Ласощі Пташка з фруктозою вагові;12a04667-cbc9-11e0-83f6-0027139014cf;b5b2c2ad-cbc7-11e0-83f6-0027139014cf
12a04694-cbc9-11e0-83f6-0027139014cf;1350;Цукерки Житомирські Ласощі Лана діабетичне 1 кг;12a04667-cbc9-11e0-83f6-0027139014cf;b5b2c2ad-cbc7-11e0-83f6-0027139014cf
71f9a627-123c-11e4-8a64-001b21a1ef75;540510;Цукор Бона ваговий;f5b29f75-6fc9-11e4-823f-001b21a1ef75;c683f468-3309-11e1-90cc-bcaec5951f9c
d3cacf4d-cbc8-11e0-83f6-0027139014cf;5560;Цукор Бона ваговий 1кг;f5b29f75-6fc9-11e4-823f-001b21a1ef75;b5b2c2ad-cbc7-11e0-83f6-0027139014cf
2c4592d2-1278-11e0-acfe-00132107ba1d;503693;Цукор Бона фас 1кг;f5b29f75-6fc9-11e4-823f-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
1cb43e3a-a449-11e3-a81c-001b21a1ef75;522809;Цукор Золотой Урожай фасований 700г;0122f6bd-6fe8-11e4-823f-001b21a1ef75;c683f468-3309-11e1-90cc-bcaec5951f9c
ad7712d6-5ddd-11e4-abf9-001b21a1ef75;554336;Цукор Кристал рафінад 250г;ad7712d5-5ddd-11e4-abf9-001b21a1ef75;c683f468-3309-11e1-90cc-bcaec5951f9c
ad7712dc-5ddd-11e4-abf9-001b21a1ef75;554338;Цукор Кристал рафінад 850г;ad7712d5-5ddd-11e4-abf9-001b21a1ef75;c683f468-3309-11e1-90cc-bcaec5951f9c
5c8dd0db-fca1-11e1-a416-000c295faca5;178877;Цукор ПРИПРАВКА Ванільний10г;12cf7b72-43e3-11e0-9ef8-00132107ba1d;c683f468-3309-11e1-90cc-bcaec5951f9c
2c4592d6-1278-11e0-acfe-00132107ba1d;503675;Цукор-пудра АТА 250г;544f479c-b257-11e2-8fd5-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
d3cacf2c-cbc8-11e0-83f6-0027139014cf;654325;Цукор-рафінад АТА  250г;d3cacf29-cbc8-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
